payload,label,type
"echo,temperature normal",benign,echo
"start_temp_report,abc",benign,temp
"run_cmd,SUB 88 60 -70",malicious,cmd_parse_error
"echo,system ok",benign,echo
"eco,ADD 25 24",malicious,cmd_parse_error
"start_temp_report,0",malicious,temp_error
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"echo,hello world",benign,echo
"run_cmd,SUB 10 X",malicious,cmd_parse_error
"run_cmd,ADD 10 -155",benign,math
"run_cmd,SUB -498 408",benign,math
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,ADD 883 -618",benign,math
"run_cmd,ADD 81 NaN",malicious,cmd_parse_error
"run_cmd,ADD -70 -2 -4",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB 59 X",malicious,cmd_parse_error
"echo,device ready",benign,echo
"run_cmd,ADD -253 800",benign,math
"echo,hi && shutdown now",malicious,cmdi
"echo,system ok",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"echo,abc123",benign,echo
"run_cmd,AD -24 -43",malicious,cmd_parse_error
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,SUB -25 -89 -94",malicious,cmd_parse_error
"run_cmd,SUB 280 -818",benign,math
"run_cmd,SUB -76 83 -1",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,SUB -85 X",malicious,cmd_parse_error
"run_cmd,ADD -441 -890",benign,math
"run_cmd,echo done",benign,echo
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -68 X",malicious,cmd_parse_error
"run_cmd,ADD -45 -8",benign,math
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"echo,done",benign,echo
"run_cmd,echo system ok",benign,echo
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB 334 -131",benign,math
"run_cmd,ADD -6 -96 17",malicious,cmd_parse_error
"echo,device ready",benign,echo
"run_cmd,SUB 40 1.5",malicious,cmd_parse_error
"run_cmd,SUB -962 -686",benign,math
"run_cmd,ADD 20 X",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,ADD 100 847",benign,math
"run_cmd,SU 42 39",malicious,cmd_parse_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo device ready",benign,echo
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,60",benign,temp
"run_cmd,SUB 876 -12",benign,math
"echo,name=$USER; id",malicious,cmdi
"run_cmd,SUB -12 NaN",malicious,cmd_parse_error
"run_cmd,SUB -87 -29 81",malicious,cmd_parse_error
"run_cmd,SUM 7 66",malicious,cmd_parse_error
"run_cmd,ADDd -41 -64",malicious,cmd_parse_error
"run_cmd,ADD 42 -721",benign,math
"echo,system ok",benign,echo
"run_cmd,ADD -65 -84 28",malicious,cmd_parse_error
"run_cmd,SU -1 -2",malicious,cmd_parse_error
"run_cmd,SUB 62 363",benign,math
"run_cmd,ADD -22 -76 6",malicious,cmd_parse_error
"eco,ADD 31 -39",malicious,cmd_parse_error
"run_cmd,SUB -614 -428",benign,math
"run_cmd,SUB -725 -535",benign,math
"run_cmd,echo temperature normal",benign,echo
"run_cmd,SUB 162 -546",benign,math
"run_cmd,ADD -39 -47 -95",malicious,cmd_parse_error
"run_cmd,ADD 95 82 -23",malicious,cmd_parse_error
"run_cmd,SUB -818 702",benign,math
"echo,value > /tmp/leak",malicious,cmdi
"echo,hello world",benign,echo
"run_cmd,SUB 19 -3 -98",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,ADD -97 -802",benign,math
"echo,abc123",benign,echo
"run_cmd,ADDd 86 -82",malicious,cmd_parse_error
"run_cmd,SUB -927 -962",benign,math
"run,ADD 37 -10",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,SUB -33 43 20",malicious,cmd_parse_error
"run_cmd,ADD 95 -76 6",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,SU 66 -11",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,SUB -2 abc",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"start_temp_report,1",benign,temp
"start_temp_report,xyz",benign,temp
"run_cmd,ADD -99 49 55",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUB -788 697",benign,math
"start_temp_report,60",benign,temp
"run_cmd,ADD 547 -551",benign,math
"run_cmd,ADD -910 10",benign,math
"run_cmd,echo device ready",benign,echo
"eco,ADD -37 27",malicious,cmd_parse_error
"start_temp_report,NaN",malicious,temp_error
"run_cmd,ADD -213 162",benign,math
"run_cmd,ADD 968 -607",benign,math
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -25 658",benign,math
"run_cmd,echo hello world",benign,echo
"echo,system ok",benign,echo
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,SUB -699 443",benign,math
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SU -64 -3",malicious,cmd_parse_error
"run_cmd,SUB 686 313",benign,math
"runcmd,ADD -49 -22",malicious,cmd_parse_error
"run_cmd,SUB 167 -152",benign,math
"run_cmd,SUB -790 -961",benign,math
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD 8 -97 26",malicious,cmd_parse_error
"echo,device ready",benign,echo
"start_temp_report,60",benign,temp
"run_cmd,ADD -941 -286",benign,math
"run_cmd,ADD -15 -50 -53",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"rn_cmd,ADD 20 -47",malicious,cmd_parse_error
"run_cmd,SUB 2 NaN",malicious,cmd_parse_error
"run_cmd,PLUS 50 -41",malicious,cmd_parse_error
"echo,name=$USER; id",malicious,cmdi
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD -529 -509",benign,math
"start_temp_report,5",benign,temp
"echo,system ok",benign,echo
"start_temp_report,1",benign,temp
"run_cmd,ADD -7 abc",malicious,cmd_parse_error
"run_cmd,ADD 118 -136",benign,math
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUB -73 -18 -18",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD 57 3 -56",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"start_temp_report,0",malicious,temp_error
"echo,system ok",benign,echo
"start_temp_report,60",benign,temp
"echo,done",benign,echo
"run_cmd,SUB 92 X",malicious,cmd_parse_error
"run_cmd,SUB -247 -397",benign,math
"run_cmd,ADDd 52 71",malicious,cmd_parse_error
"run_cmd,ADD -80 abc",malicious,cmd_parse_error
"eco,ADD -39 43",malicious,cmd_parse_error
"run_cmd,SUBB -14 8",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,ADD 24 X",malicious,cmd_parse_error
"run_cmd,ADD 100 -68 -5",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"run_cmd,ADD -926 -286",benign,math
"start_temp_report,xyz",benign,temp
"run_cmd,ADD -64 X",malicious,cmd_parse_error
"run_cmd,SUB -87 -4 -89",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,ADD 35 85 60",malicious,cmd_parse_error
"echo,device ready",benign,echo
"eco,ADD -7 45",malicious,cmd_parse_error
"run_cmd,SUB -55 abc",malicious,cmd_parse_error
"run_cmd,SUB 97 1.5",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,SUB -98 NaN",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,ADD 29 NaN",malicious,cmd_parse_error
"run_cmd,SUB 87 -53 17",malicious,cmd_parse_error
"echo,device ready",benign,echo
"run_cmd,ADD 438 208",benign,math
"start_temp_report,5",benign,temp
"start_temp_report,10",benign,temp
"echo,temperature normal",benign,echo
"run_cmd,SUB -53 NaN",malicious,cmd_parse_error
"run_cmd,SUB -20 36 -64",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,SUB 85 X",malicious,cmd_parse_error
"run_cmd,ADD -701 719",benign,math
"start_temp_report,10",benign,temp
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SUB 57 1.5",malicious,cmd_parse_error
"run_cmd,SUB 584 -161",benign,math
"run_cmd,SUB 417 423",benign,math
"ech,ADD -26 -7",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"start_temp_report,1.5",malicious,temp_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,ADD -99 -54 51",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"echo,name=$USER; id",malicious,cmdi
"run_cmd,ADD -566 567",benign,math
"run_cmd,ADD -70 1.5",malicious,cmd_parse_error
"run_cmd,SUB -662 142",benign,math
"echo,done",benign,echo
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,SUB 19 47 55",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"start_temp_report,xyz",benign,temp
"start_temp_report,-1",malicious,temp_error
"echo,system ok",benign,echo
"start_temp_report,0",malicious,temp_error
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB -785 881",benign,math
"run_cmd,ADD 73 15 -73",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,echo system ok",benign,echo
"echo,hello world",benign,echo
"run_cmd,SUB -889 645",benign,math
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB -45 60 54",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"echo,done",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,echo hello world",benign,echo
"start_temp_report,xyz",benign,temp
"run_cmd,SUB 86 X",malicious,cmd_parse_error
"echo,hello world",benign,echo
"start_temp_report,abc",benign,temp
"rn_cmd,ADD 2 -5",malicious,cmd_parse_error
"run_cmd,ADD -248 -521",benign,math
"start_temp_report,abc",benign,temp
"run_cmd,SUB -467 -887",benign,math
"start_temp_report,60",benign,temp
"run_cmd,echo hello world",benign,echo
"run_cmd,ADDd 80 -53",malicious,cmd_parse_error
"run_cmd,SUB -88 8 25",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"echo,temperature normal",benign,echo
"run_cmd,echo hello world",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,SUB 494 777",benign,math
"run_cmd,SUB -648 251",benign,math
"echo,temperature normal",benign,echo
"start_temp_report,abc",benign,temp
"run_cmd,ADD 12 NaN",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,ADD 96 -10 74",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,1.5",malicious,temp_error
"run_cmd,echo done",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD -43 87 73",malicious,cmd_parse_error
"echo,device ready",benign,echo
"run,ADD 28 -11",malicious,cmd_parse_error
"run_cmd,ADD 83 -22 78",malicious,cmd_parse_error
"run_cmd,SUB -302 -678",benign,math
"run_cmd,SUB 479 -909",benign,math
"start_temp_report,10",benign,temp
"runcmd,ADD 35 29",malicious,cmd_parse_error
"run_cmd,ADD -37 -961",benign,math
"run_cmd,ADD 26 1.5",malicious,cmd_parse_error
"run_cmd,SUBB 68 -98",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,echo device ready",benign,echo
"echo,hello world",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"run_cmd,echo abc123",benign,echo
"start_temp_report,10",benign,temp
"run_cmd,SUB 827 -225",benign,math
"run_cmd,echo done",benign,echo
"run_cmd,PLUS -44 55",malicious,cmd_parse_error
"run_cmd,ADD -708 501",benign,math
"eco,ADD 41 17",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"echo,hello world",benign,echo
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,ADD -45 -21 -90",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,echo hello world",benign,echo
"echo,system ok",benign,echo
"start_temp_report,xyz",benign,temp
"runcmd,ADD 10 -38",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB -219 -423",benign,math
"run_cmd,SUM -46 64",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,AD 77 65",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"echo,temperature normal",benign,echo
"run_cmd,SUB -163 396",benign,math
"run_cmd,ADD 885 971",benign,math
"run_cmd,SUB 85 31 -74",malicious,cmd_parse_error
"run_cmd,ADD 735 799",benign,math
"run_cmd,SUB -292 -569",benign,math
"rn_cmd,ADD 20 -38",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,ADD -922 107",benign,math
"echo,system ok",benign,echo
"start_temp_report,1.5",malicious,temp_error
"run_cmd,ADD -59 X",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,ADD 67 X",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,SU 21 -72",malicious,cmd_parse_error
"run_cmd,SUB -671 456",benign,math
"run_cmd,SUB -19 78 98",malicious,cmd_parse_error
"rn_cmd,ADD -27 34",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"echo,device ready",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB -931 279",benign,math
"run_cmd,SUB -74 X",malicious,cmd_parse_error
"ech,ADD -38 32",malicious,cmd_parse_error
"run_cmd,SUM 74 -9",malicious,cmd_parse_error
"run_cmd,SUB 60 -58 60",malicious,cmd_parse_error
"run_cmd,ADD -41 22 61",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,echo ok && echo hacked",malicious,cmdi
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD 51 -500",benign,math
"run_cmd,ADD 821 245",benign,math
"start_temp_report,abc",malicious,temp_error
"start_temp_report,NaN",malicious,temp_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"start_temp_report,1",benign,temp
"run_cmd,ADD -99 89 83",malicious,cmd_parse_error
"run_cmd,ADD 81 96 56",malicious,cmd_parse_error
"echo,device ready",benign,echo
"run_cmd,SUB -66 -36 -7",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,ADD 37 1.5",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"ech,ADD 4 -45",malicious,cmd_parse_error
"echo,name=$USER; id",malicious,cmdi
"run_cmd,ADD 6 X",malicious,cmd_parse_error
"echo,device ready",benign,echo
"run_cmd,ADD 694 -936",benign,math
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB -283 -727",benign,math
"echo,done",benign,echo
"run_cmd,AD -35 18",malicious,cmd_parse_error
"run_cmd,ADD -41 X",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,ADD 645 420",benign,math
"echo,hello world",benign,echo
"run_cmd,ADD -70 NaN",malicious,cmd_parse_error
"echo,device ready",benign,echo
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,ADD 19 1.5",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD 445 888",benign,math
"echo,system ok",benign,echo
"run_cmd,SUB 89 22 -88",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,echo user `whoami`",malicious,cmdi
"start_temp_report,NaN",malicious,temp_error
"run_cmd,SUB -129 -249",benign,math
"runcmd,ADD 7 -12",malicious,cmd_parse_error
"run_cmd,ADD 387 16",benign,math
"start_temp_report,xyz",benign,temp
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,60",benign,temp
"echo,abc123",benign,echo
"run_cmd,SU -72 -95",malicious,cmd_parse_error
"echo,name=$USER; id",malicious,cmdi
"run_cmd,SUB 80 29 -89",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"start_temp_report,abc",benign,temp
"start_temp_report,10",benign,temp
"ech,ADD 21 1",malicious,cmd_parse_error
"start_temp_report,-3",malicious,temp_error
"ech,ADD 24 -23",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"rn_cmd,ADD 23 20",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB 799 133",benign,math
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,ADD -565 -858",benign,math
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"echo,done",benign,echo
"run_cmd,ADD 95 abc",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,echo hello world",benign,echo
"echo,system ok",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB -326 803",benign,math
"run_cmd,ADD -79 -14 -74",malicious,cmd_parse_error
"run_cmd,ADD 635 -643",benign,math
"echo,abc123",benign,echo
"run_cmd,ADD -76 abc",malicious,cmd_parse_error
"run_cmd,SUB -87 -49 -9",malicious,cmd_parse_error
"echo,system ok",benign,echo
"echo,temperature normal",benign,echo
"echo,device ready",benign,echo
"start_temp_report,10",benign,temp
"run_cmd,SUB 93 79 -71",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,SUB 33 5 -85",malicious,cmd_parse_error
"run_cmd,SUB -4 93 88",malicious,cmd_parse_error
"run_cmd,ADD -32 19 -94",malicious,cmd_parse_error
"run_cmd,SUB 43 66 60",malicious,cmd_parse_error
"eco,ADD -9 0",malicious,cmd_parse_error
"runcmd,ADD 17 -34",malicious,cmd_parse_error
"echo,device ready",benign,echo
"echo,hello world",benign,echo
"run_cmd,ADD -478 -943",benign,math
"run_cmd,ADD -739 174",benign,math
"run_cmd,ADD 10 abc",malicious,cmd_parse_error
"run_cmd,SUB -921 -190",benign,math
"echo,system ok",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SUB 247 734",benign,math
"run_cmd,echo abc123",benign,echo
"run_cmd,ADDd 83 33",malicious,cmd_parse_error
"run_cmd,ADD -42 abc",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB -78 X",malicious,cmd_parse_error
"rn_cmd,ADD 7 -9",malicious,cmd_parse_error
"run_cmd,AD 28 90",malicious,cmd_parse_error
"run_cmd,ADD 15 abc",malicious,cmd_parse_error
"runcmd,ADD -26 37",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,ADD 50 X",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,ADD -28 -733",benign,math
"run_cmd,SUB -88 abc",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB 59 X",malicious,cmd_parse_error
"run_cmd,SUB 79 59 -79",malicious,cmd_parse_error
"ech,ADD 37 -1",malicious,cmd_parse_error
"run_cmd,SUM 38 38",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,SUB -74 -64 -8",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"start_temp_report,abc",benign,temp
"run_cmd,ADD 607 -273",benign,math
"run_cmd,ADD 65 1.5",malicious,cmd_parse_error
"run_cmd,ADD -81 1.5",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,SUB 55 48 10",malicious,cmd_parse_error
"run_cmd,SUB 56 37 -58",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,ADD 765 873",benign,math
"run_cmd,echo abc123",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,SUB 55 446",benign,math
"run_cmd,ADD -66 X",malicious,cmd_parse_error
"run_cmd,ADD 575 -467",benign,math
"start_temp_report,0",malicious,temp_error
"echo,name=$USER; id",malicious,cmdi
"run_cmd,PLUS -1 -43",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"ech,ADD 24 -21",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUB -201 -986",benign,math
"run_cmd,SUB 50 X",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"echo,hello world",benign,echo
"run_cmd,SUB 46 -5 -53",malicious,cmd_parse_error
"run_cmd,SUB 703 -540",benign,math
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,SUB -66 abc",malicious,cmd_parse_error
"echo,device ready",benign,echo
"echo,hello world",benign,echo
"run_cmd,SUB 455 70",benign,math
"run_cmd,echo temperature normal",benign,echo
"run_cmd,SUB 26 492",benign,math
"run_cmd,SUB 676 -125",benign,math
"run_cmd,ADD -340 744",benign,math
"run_cmd,ADD -2 204",benign,math
"echo,hello world",benign,echo
"echo,hi && shutdown now",malicious,cmdi
"echo,hello world",benign,echo
"start_temp_report,-3",malicious,temp_error
"run_cmd,echo hello world",benign,echo
"start_temp_report,xyz",benign,temp
"start_temp_report,5",benign,temp
"start_temp_report,xyz",benign,temp
"run_cmd,SUB 71 -49 60",malicious,cmd_parse_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"start_temp_report,1",benign,temp
"echo,done",benign,echo
"runcmd,ADD 27 -41",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"run_cmd,ADD -79 -9 -74",malicious,cmd_parse_error
"run_cmd,SUB -888 -475",benign,math
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,ADD 81 -98 -69",malicious,cmd_parse_error
"run_cmd,SUB -31 X",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,ADD -146 -16",benign,math
"run_cmd,ADD 89 -52 -12",malicious,cmd_parse_error
"run_cmd,SUB 589 -751",benign,math
"run_cmd,ADD -217 -505",benign,math
"run_cmd,echo hello world",benign,echo
"ech,ADD 32 -19",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,SUB -18 370",benign,math
"run_cmd,ADD 871 174",benign,math
"run_cmd,echo temperature normal",benign,echo
"eco,ADD -46 29",malicious,cmd_parse_error
"run_cmd,SUB -452 669",benign,math
"start_temp_report,xyz",benign,temp
"echo,hi && shutdown now",malicious,cmdi
"start_temp_report,1",benign,temp
"run_cmd,echo done",benign,echo
"run_cmd,ADD 54 -45 -60",malicious,cmd_parse_error
"run_cmd,SUB 80 abc",malicious,cmd_parse_error
"start_temp_report,-1",malicious,temp_error
"run_cmd,SUB -75 NaN",malicious,cmd_parse_error
"run_cmd,SUB -13 abc",malicious,cmd_parse_error
"run_cmd,SUB 896 -818",benign,math
"run_cmd,SUB 78 -72 99",malicious,cmd_parse_error
"run_cmd,ADD 685 -147",benign,math
"echo,device ready",benign,echo
"start_temp_report,10",benign,temp
"run_cmd,echo system ok",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SUB 522 878",benign,math
"run_cmd,ADD -575 437",benign,math
"run_cmd,ADD 139 160",benign,math
"run_cmd,SUB -22 1.5",malicious,cmd_parse_error
"run_cmd,SUB -287 190",benign,math
"echo,system ok",benign,echo
"run_cmd,SUB 29 27 -8",malicious,cmd_parse_error
"run_cmd,AD -4 87",malicious,cmd_parse_error
"run_cmd,SUB 28 -63 -93",malicious,cmd_parse_error
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD -233 434",benign,math
"run_cmd,ADD 776 44",benign,math
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"start_temp_report,10",benign,temp
"run_cmd,SUB 14 X",malicious,cmd_parse_error
"run_cmd,SUB 560 335",benign,math
"run_cmd,echo done",benign,echo
"run_cmd,SUB 55 NaN",malicious,cmd_parse_error
"run_cmd,SUB 518 719",benign,math
"run_cmd,ADD 81 820",benign,math
"run_cmd,ADD 45 3 33",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUB -615 826",benign,math
"echo,abc123",benign,echo
"run_cmd,SUB 551 439",benign,math
"start_temp_report,5",benign,temp
"run_cmd,AD -63 68",malicious,cmd_parse_error
"run_cmd,SUB -101 124",benign,math
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"echo,temperature normal",benign,echo
"run_cmd,SUB 12 1.5",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD 34 98 -16",malicious,cmd_parse_error
"run_cmd,SUB 90 X",malicious,cmd_parse_error
"run_cmd,ADD 292 697",benign,math
"run_cmd,ADD 987 162",benign,math
"run_cmd,SU 4 -28",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,SUB -13 1.5",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB -45 X",malicious,cmd_parse_error
"run_cmd,SU -50 -45",malicious,cmd_parse_error
"runcmd,ADD -19 18",malicious,cmd_parse_error
"run_cmd,SUB 12 -24 -55",malicious,cmd_parse_error
"run_cmd,ADD 60 36 62",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"start_temp_report,abc",benign,temp
"rn_cmd,ADD -43 -19",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB 167 -106",benign,math
"run_cmd,echo system ok",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -1 abc",malicious,cmd_parse_error
"run_cmd,ADD 975 577",benign,math
"start_temp_report,1",benign,temp
"echo,name=$USER; id",malicious,cmdi
"run_cmd,SUB 573 296",benign,math
"run_cmd,ADD -414 -502",benign,math
"run_cmd,ADDd -64 -59",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,5",benign,temp
"run_cmd,SUB 545 -29",benign,math
"run_cmd,echo done",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"ech,ADD 24 -19",malicious,cmd_parse_error
"run_cmd,SUB -422 -674",benign,math
"start_temp_report,NaN",malicious,temp_error
"run_cmd,SUB 13 -16 22",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,SUBB -16 -91",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD 13 NaN",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,ADD -15 773",benign,math
"run_cmd,echo done",benign,echo
"start_temp_report,abc",malicious,temp_error
"run_cmd,ADD -1 -93 -6",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,SUB -748 -887",benign,math
"run_cmd,SUB -868 781",benign,math
"run_cmd,SUB -100 -80 9",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,SUB 355 21",benign,math
"echo,hello world",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB -28 1.5",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB 16 84 35",malicious,cmd_parse_error
"run_cmd,ADD -32 X",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"echo,name=$USER; id",malicious,cmdi
"start_temp_report,abc",malicious,temp_error
"start_temp_report,0",malicious,temp_error
"echo,temperature normal",benign,echo
"run_cmd,SUB -49 -16 -14",malicious,cmd_parse_error
"run_cmd,ADD -840 -496",benign,math
